x_id,delta_min,delta_max
0x7f9a0ff6c680,0.24503977596759796,0.24539391696453094
0x7f9a0fa24f40,0.24503818154335022,0.24539509415626526
0x7f9a0ff6d300,0.05772446468472481,0.05796138942241669
0x7f9a0ff653a0,0.2450346052646637,0.24539710581302643
0x7f9a0ff74db0,0.2450319528579712,0.2453991025686264
0x7f9a0fcccef0,0.245031476020813,0.24539953470230103
0x7f9a0fea4270,0.05771607533097267,0.057960882782936096
0x7f9a0ff6d530,0.2450309693813324,0.24539998173713684
0x7f9a0ff6d170,0.05771550163626671,0.057960908859968185
0x7f9a0ff65670,0.05771491304039955,0.05796092376112938
0x7f9a0ff6cf40,0.05771491304039955,0.05796092376112938
0x7f9a0ff6d710,0.057713672518730164,0.057960886508226395
0x7f9a0ff64310,0.24502742290496826,0.245401993393898
0x7f9a0ff65120,0.05771245062351227,0.0579608678817749
0x7f9a0ff6d7b0,0.24502678215503693,0.2454022914171219
0x7f9a0fb1c310,0.24502113461494446,0.24540483951568604
0x7f9a0f78d120,0.05770668387413025,0.05796109139919281
0x7f9a0ff6d2b0,0.05770668387413025,0.05796109139919281
0x7f9a0ff6d120,0.05770347639918327,0.0579608753323555
0x7f9a2012de90,0.24501724541187286,0.2454063892364502
0x7f9a0ff6dd50,0.24501724541187286,0.2454063892364502
0x7f9a0ff6dee0,0.05770212039351463,0.057960718870162964
0x7f9a0ff65620,0.057701461017131805,0.057960666716098785
0x7f9a0fe45d00,0.2450152486562729,0.2454071193933487
0x7f9a0ff6dd00,0.05770013481378555,0.05796055495738983
0x7f9a0ff66160,0.05769748613238335,0.05796032026410103
0x7f9a0ff65f30,0.24501222372055054,0.24540865421295166
0x7f9a0ff6e200,0.05769748613238335,0.05796032026410103
0x7f9a0ff6e2a0,0.05769617483019829,0.057960208505392075
0x7f9a0ff6ddf0,0.24501045048236847,0.24540965259075165
0x7f9a0ff6e2f0,0.24500872194766998,0.2454107254743576
0x7f9a0ff6e070,0.05769103765487671,0.05795988813042641
0x7f9a0ff5e390,0.05769040435552597,0.05795985832810402
0x7f9a0ff6dbc0,0.05768846720457077,0.05795971676707268
0x7f9a0ff74040,0.24500414729118347,0.2454136312007904
0x7f9a0ff6d5d0,0.245000958442688,0.24541601538658142
0x7f9a0ff6e8e0,0.245000422000885,0.24541640281677246
0x7f9a0f8de020,0.24499936401844025,0.24541716277599335
0x7f9a0ff66980,0.2449987530708313,0.24541747570037842
0x7f9a0ff6e0c0,0.2449950873851776,0.24541917443275452
0x7f9a0fb267f0,0.2449924349784851,0.24542003870010376
0x7f9a0ff65170,0.05767492204904556,0.05795813724398613
0x7f9a0fc66e80,0.24499183893203735,0.24542032182216644
0x7f9a0ff6e7f0,0.05767354369163513,0.05795795097947121
0x7f9a0ff6d8f0,0.05767287313938141,0.05795787274837494
0x7f9a0f736ca0,0.24498867988586426,0.24542158842086792
0x7f9a0ff657b0,0.05767093971371651,0.0579577274620533
0x7f9a0ff6e520,0.05767093971371651,0.0579577274620533
0x7f9a0f925350,0.24498620629310608,0.2454226166009903
0x7f9a0ff6f380,0.05766845867037773,0.05795762315392494
0x7f9a0ff6e660,0.05766722559928894,0.05795757472515106
0x7f9a0ff6f470,0.24498456716537476,0.24542362987995148
0x7f9a0ff6c360,0.24498409032821655,0.2454240322113037
0x7f9a0ff755d0,0.24498310685157776,0.24542485177516937
0x7f9a0ff6df80,0.05766481161117554,0.05795753374695778
0x7f9a0ff5f420,0.05766236037015915,0.057957444339990616
0x7f9a0ff6eac0,0.24498075246810913,0.24542707204818726
0x7f9a0ff671a0,0.05766114965081215,0.05795741826295853
